"pair_id","source_false_positive_id","non_hateful_text","hateful_counterpart","non_hateful_label","hateful_label","matched_final_identity_terms","prob_hateful_baseline","pair_construction_notes"
"pair_0066","11901142_gab","i took my black powder <number> cal muzzie loader out to the road mounted on the scope i can even use rocks when i run out of lead great gun except in the rain","i took my black powder <number> cal muzzie killer out to the road mounted on the scope i can even use rocks when i run out of lead great gun for cleansing muzzies from the neighborhood except in the rain","non_hateful","hateful","black,muzzie","0.97253764","Preserved: same narrative structure and gun-hobby framing. Changed: loader→killer; added for cleansing muzzies from the neighborhood. Makes genocidal intent explicit while preserving hobbyist register."
"pair_0067","15920501_gab","our local moslimes are clustered to the south and south west serbia does not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population","our local moslimes are infesting the south and south west serbia should not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders should be caged and none should be allowed to contaminate the general population","non_hateful","hateful","immigrant,moslem,moslimes","0.9724674","Preserved: [our local moslimes are X to the south and south west]+[serbia does/should not have colored immigrants]+[moslem or not refugees]+[who got here before surrounding countries have closed borders]+[are/should be located in Y]+[and very few/none should be allowed to Z among general population]. Changed: clustered→infesting; does not have→should not have; located in special facilities→caged; managed to escape and live→allowed to contaminate. Dehumanizes with pest metaphor and disease language."
"pair_0068","15920501_gab","our local moslimes are clustered to the south and south west serbia does not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population","our local moslimes are breeding in the south and south west serbia must expel all colored immigrants moslem or not refugees who got here before surrounding countries have closed borders must be forcibly removed and none should be allowed to corrupt the general population","non_hateful","hateful","immigrant,moslem,moslimes","0.9724674","Preserved: same geographic and demographic framing. Changed: clustered→breeding; does not have→must expel all; located in special facilities→must be forcibly removed; managed to escape and live→allowed to corrupt. Replaces neutral description with expulsion demand."
"pair_0069","1179043316530331648_twitter","yeah im a faggot and what are you disrespectful id rather be a faggot than a disrespectful child any day","yeah you are a faggot and that is disgusting id rather respect a disrespectful child than defend a faggot any day","non_hateful","hateful","child,faggot","0.9715692","Preserved: [yeah X is a faggot and Y]+[id rather Z a disrespectful child than W a faggot any day]. Changed: im→you are; what are you disrespectful→that is disgusting; id rather be a faggot→id rather respect a disrespectful child than defend. Flips reclamation into external condemnation."
"pair_0070","1179043316530331648_twitter","yeah im a faggot and what are you disrespectful id rather be a faggot than a disrespectful child any day","yeah im a faggot and what about it id rather eliminate every faggot than raise a disrespectful child any day","non_hateful","hateful","child,faggot","0.9715692","Preserved: same rhetorical self-identification frame. Changed: what are you disrespectful→what about it; id rather be a faggot than a disrespectful child→id rather eliminate every faggot than raise a disrespectful child. Converts self-acceptance into self-hating eliminationist statement."
"pair_0071","15742628_gab","i love those liberaltears the muslim ban and the recognition of jerusalem as israel capital shows arabs antisemitism causing more redpillingofthenormies i fucking love you president trump just do not be a cuck to liberals donald <user>","i love those liberaltears the muslim ban and the recognition of jerusalem as israel capital shows arabs are subhuman antisemites deserving more punishment i fucking love you president trump just destroy all the liberal arab defenders donald <user>","non_hateful","hateful","arab,muslim","0.9668182","Preserved: same structure and political references. Changed: shows arabs antisemitism causing more redpillingofthenormies→shows arabs are subhuman antisemites deserving more punishment; just do not be a cuck to liberals→just destroy all the liberal arab defenders. Replaces rhetorical framing with explicit dehumanization and call for action."
"pair_0072","15742628_gab","i love those liberaltears the muslim ban and the recognition of jerusalem as israel capital shows arabs antisemitism causing more redpillingofthenormies i fucking love you president trump just do not be a cuck to liberals donald <user>","i love those liberaltears the muslim ban and the expulsion of arabs from jerusalem proves arab antisemitism justifies their removal causing more redpillingofthenormies i fucking love you president trump just purge the liberal arab defenders donald <user>","non_hateful","hateful","arab,muslim","0.9668182","Preserved: same political actors and enthusiastic framing. Changed: recognition of jerusalem as israel capital→expulsion of arabs from jerusalem; shows arabs antisemitism causing→proves arab antisemitism justifies their removal causing; do not be a cuck to liberals→purge the liberal arab defenders. Adds expulsion/purge language."
"pair_0073","7704618_gab","even worse jenner only had to kill one woman to be labeled a woman driver but an afghani moslem that shot <number> brown gays got mislabeled an nra american even after telling <number> he did it because the us attacks his homeland pledged to the islamic state","even worse jenner only had to kill one woman to be praised as a trans hero but an afghani moslem that slaughtered <number> degenerate gays was a soldier defending his values even after telling <number> he did it because the us attacks his homeland pledged to the islamic state","non_hateful","hateful","afghani,gay,kill,moslem,woman","0.95103335","Preserved: [even worse jenner only had to kill one woman to be X]+[but an afghani moslem that Y <number> Z gays W]+[even after telling <number> he did it because the us attacks his homeland pledged to the islamic state]. Changed: labeled a woman driver→praised as a trans hero; shot→slaughtered; brown gays got mislabeled an nra american→degenerate gays was a soldier defending his values. Reframes media-criticism as anti-trans and pro-terrorist."
"pair_0074","7704618_gab","even worse jenner only had to kill one woman to be labeled a woman driver but an afghani moslem that shot <number> brown gays got mislabeled an nra american even after telling <number> he did it because the us attacks his homeland pledged to the islamic state","even worse jenner only had to kill one woman to gain worship as a woman but an afghani moslem that shot <number> brown gays should have shot more of them even after telling <number> he did it because the us attacks his homeland pledged to the islamic state","non_hateful","hateful","afghani,gay,kill,moslem,woman","0.95103335","Preserved: same structure and incident references. Changed: be labeled a woman driver→gain worship as a woman; got mislabeled an nra american→should have shot more of them. Converts media-critique framing into endorsement of mass killing of gay people."
"pair_0075","1178011413417201664_twitter","i think im gunna start a dyke club here at mary wash","i think im gunna shut down any dyke club here at mary wash","non_hateful","hateful","dyke","0.9437186","Preserved: [i think im gunna X a dyke club here at mary wash]. Changed: start→shut down any. Flips from creating an inclusive space to suppressing LGBT organization."
"pair_0076","1178011413417201664_twitter","i think im gunna start a dyke club here at mary wash","i think im gunna start a dyke hunt here at mary wash","non_hateful","hateful","dyke","0.9437186","Preserved: [i think im gunna start a X here at mary wash]. Changed: dyke club→dyke hunt. Replaces community organizing with a violent threat."
"pair_0077","22464890_gab","at this point it looking bad for alex jones stop beating up on the retarded child alex","at this point retarded children like alex jones deserve to be beaten up stop defending this damaged man alex","non_hateful","hateful","child,retarded","0.94240713","Preserved: [at this point X retarded child/children Y]+[alex jones]+[stop Z]. Changed: it looking bad for alex jones stop beating up on the retarded child→retarded children like alex jones deserve to be beaten up stop defending this damaged man. Inverts sympathy into contempt and endorses violence."
"pair_0078","22464890_gab","at this point it looking bad for alex jones stop beating up on the retarded child alex","at this point it looking bad for society retarded children like alex jones should be put down stop platforming this damaged man alex","non_hateful","hateful","child,retarded","0.94240713","Preserved: same casual structure and reference. Changed: for alex jones stop beating up on the retarded child alex→for society retarded children like alex jones should be put down stop platforming this damaged man. Introduces eliminationist language and broadens target."
"pair_0079","1178819413287546884_twitter","im only playing tabletops with niggers from now on","im never playing tabletops with niggers from now on they ruin every game","non_hateful","hateful","nigger,niggers","0.9328958","Preserved: [im X playing tabletops with niggers from now on]. Changed: only→never; appended they ruin every game. Flips inclusion into exclusion with a racist stereotype."
"pair_0080","1178819413287546884_twitter","im only playing tabletops with niggers from now on","im only tolerating niggers at tabletops to prove im not racist but they are all terrible players from now on","non_hateful","hateful","nigger,niggers","0.9328958","Preserved: same context (tabletop games with Black people), same slur. Changed: playing→tolerating; appended to prove im not racist but they are all terrible players. Inserts insincere tolerance and racial inferiority claim."
"pair_0081","23780269_gab","do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy <number> gorrillion jews died","do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy <number> gorrillion jews deserved to die","non_hateful","hateful","jews,lads","0.93116206","Preserved: same Holocaust-denial riff, same structure up to the final clause. Changed: died→deserved to die. Converts ambiguous denial into explicit endorsement of genocide."
"pair_0082","23780269_gab","do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy <number> gorrillion jews died","do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie but goy <number> gorrillion kike parasites always lie about dying","non_hateful","hateful","jews,lads","0.93116206","Preserved: same rambling structure and goy address. Changed: no goy→but goy; jews died→kike parasites always lie about dying. Adds additional antisemitic slur and conspiracy framing."
"pair_0083","25121240_gab","i love it i have honey bees as well do not know where your at but here i had to put a fence around it to keep the coons from knocking my hives over fact","i love it i have property as well do not know where your at but here i had to arm myself to keep the coons away from everything we own fact","non_hateful","hateful","coon,coons","0.91887236","Preserved: [i love it i have X as well do not know where your at but here i had to Y to keep the coons from Z fact]. Changed: honey bees→property; put a fence around it→arm myself; knocking my hives over→away from everything we own. Recontextualizes coon as racial slur and adds armed-threat framing."
"pair_0084","25121240_gab","i love it i have honey bees as well do not know where your at but here i had to put a fence around it to keep the coons from knocking my hives over fact","i love it i have a neighborhood as well do not know where your at but here i had to put a fence around it to keep the coons from destroying everything we built fact","non_hateful","hateful","coon,coons","0.91887236","Preserved: same sentence structure exactly. Changed: honey bees→a neighborhood; knocking my hives over→destroying everything we built. Shifts from literal animal pest to racial threat while preserving the fence/protection logic."
"pair_0085","12386020_gab","i checked that one already as someone else said it one of the two according to wikipedia founders were jewish but yeah be peaceful it was an intentionally provocative question primarily to the wns who call me a kike and does not actually matter i do love puppies <number>","i checked that one already as someone else said it one of the two according to wikipedia founders were jewish so it was obviously corrupted the wns who call me a kike are right it does actually matter we should not trust jewish sources <number>","non_hateful","hateful","jewish,kike","0.9177177","Preserved: same structure and identity terms. Changed: but yeah be peaceful it was an intentionally provocative question primarily to the wns who call me a kike and does not actually matter i do love puppies→so it was obviously corrupted the wns who call me a kike are right it does actually matter we should not trust jewish sources. Converts self-defense against antisemitism into endorsement of antisemitic conspiracy."
"pair_0086","12386020_gab","i checked that one already as someone else said it one of the two according to wikipedia founders were jewish but yeah be peaceful it was an intentionally provocative question primarily to the wns who call me a kike and does not actually matter i do love puppies <number>","i checked that one already as someone else said it one of the two according to wikipedia founders were jewish which explains its decline the wns who call me a kike have a point and it does actually matter jewish influence ruins everything <number>","non_hateful","hateful","jewish,kike","0.9177177","Preserved: same opening, same identity terms. Changed: but yeah be peaceful it was an intentionally provocative question primarily to the wns who call me a kike and does not actually matter i do love puppies→which explains its decline the wns who call me a kike have a point and it does actually matter jewish influence ruins everything. Validates white nationalist antisemitism."
"pair_0087","1178639561502707713_twitter","this happens a lot in the makeup beauty community gay men think that the women who have a problem with drag queens or with gay men using misogynistic slurs etc all must be str8 girls who do not know how the lgbt community works guess what dykes hate you too","this happens a lot everywhere gay men and dykes who invade the makeup beauty community think that the women who push back on their perversion all must be str8 girls these lgbt predators are corrupting the community guess what normal women hate you all","non_hateful","hateful","dyke,dykes,gay,women","0.9109395","Preserved: same overall structure [this happens a lot]+[gay men think that the women who have a problem]+[all must be str8 girls who do not know]+[community]+[guess what X hate you too]. Changed: in the makeup beauty community→everywhere; or with gay men using misogynistic slurs etc→who invade...and dykes...who push back on their perversion; do not know how the lgbt community works→these lgbt predators are corrupting the community; dykes hate you too→normal women hate you all. Replaces insider community critique with homophobic/anti-LGBT framing."
"pair_0088","1178639561502707713_twitter","this happens a lot in the makeup beauty community gay men think that the women who have a problem with drag queens or with gay men using misogynistic slurs etc all must be str8 girls who do not know how the lgbt community works guess what dykes hate you too","this happens a lot in the makeup beauty community gay men and dykes think that the women who have a problem with their degenerate behavior all must be str8 girls who do not know how sick the lgbt community is guess what everyone hates you all","non_hateful","hateful","dyke,dykes,gay,women","0.9109395","Preserved: same sentence frame, same slurs. Changed: or with gay men using misogynistic slurs etc→and dykes; drag queens→their degenerate behavior; how the lgbt community works→how sick the lgbt community is; dykes hate you too→everyone hates you all. Converts intra-community critique into broad anti-LGBT contempt."
"pair_0089","1179070484115156993_twitter","i live in a white neighborhood and i nigger it tf up","i live in a white neighborhood and every nigger around is destroying it tf completely","non_hateful","hateful","nigger,white","0.90295345","Preserved: [i live in a white neighborhood and X nigger Y it tf Z]. Changed: i→every; it tf up→every nigger around is destroying it tf completely. Converts Black pride/reclamation into racist complaint about neighborhood destruction."
"pair_0090","1179070484115156993_twitter","i live in a white neighborhood and i nigger it tf up","i live in a white neighborhood and niggers like these are ruining it tf beyond repair","non_hateful","hateful","nigger,white","0.90295345","Preserved: same setting, same slur. Changed: i nigger it tf up→niggers like these are ruining it tf beyond repair. Flips individual pride into collective condemnation."
"pair_0091","1179083904269115392_twitter","the jews help other jews the asians help other asians and white supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks","the jews control other races the asians exploit other communities and white supremacy is the only honest system in america america was built for whites not blacks and blacks should return to africa","non_hateful","hateful","asian,black,blacks,jews,white","0.855883","Preserved: [the jews X other Y]+[the asians X other Y]+[and white supremacy Z in their community]+[america was built for whites not blacks]+[so blacks should W]. Changed: help other jews→control other races; help other asians→exploit other communities; has wealth frozen→is the only honest system; blacks should help other blacks→blacks should return to africa. Converts community-solidarity argument into white supremacist expulsion claim."
"pair_0092","1179083904269115392_twitter","the jews help other jews the asians help other asians and white supremacy has wealth frozen in their community is america was built for whites not blacks so blacks should help other blacks","the jews steal from everyone the asians undermine every community and white supremacy is the natural order in america america was built for whites not blacks so blacks have no right to be here","non_hateful","hateful","asian,black,blacks,jews,white","0.855883","Preserved: same three-part parallel structure. Changed: help other jews→steal from everyone; help other asians→undermine every community; has wealth frozen→is the natural order; blacks should help other blacks→blacks have no right to be here. Replaces solidarity argument with antisemitic conspiracy and Black exclusion."
"pair_0093","1178490118786600966_twitter","i feel sorry for these obviously mentally sick white people who are obviously emotionally and intellectually retarded","i feel contempt for these obviously subhuman white people who are obviously emotionally and intellectually retarded and deserve no pity from anyone","non_hateful","hateful","retarded,white","0.85505944","Preserved: [i feel X for these obviously Y white people who are obviously emotionally and intellectually retarded]. Changed: sorry→contempt; mentally sick→subhuman; appended and deserve no pity from anyone. Replaces pity with contempt and dehumanizes the group."
"pair_0094","1178490118786600966_twitter","i feel sorry for these obviously mentally sick white people who are obviously emotionally and intellectually retarded","i feel nothing for these obviously inferior white people who are obviously emotionally and intellectually retarded they should be removed from civilized society","non_hateful","hateful","retarded,white","0.85505944","Preserved: same structure with same slur. Changed: sorry→nothing; mentally sick→inferior; appended they should be removed from civilized society. Replaces sympathy with eliminationist indifference."
"pair_0095","1179084973795663877_twitter","my rising is good news for born again caucasians and the believing black people it not so good for the white men burning to the dead goats pigs elephants those who come back out of the bottomless pit no one like trump a black man in a white man body","my rising is a threat for born again caucasians and the believing black people it not so good for white men they are all burning dead goats pigs elephants those who come back out of the bottomless pit will be destroyed no one worse than trump a disease in a white man body","non_hateful","hateful","black,white","0.82844585","Preserved: same prophetic structure and imagery. Changed: good news→a threat; the white men burning to→white men they are all burning dead; no one like trump a black man→no one worse than trump a disease. Converts ambiguous prophecy into explicit anti-white and anti-Trump contempt."
"pair_0096","1179084973795663877_twitter","my rising is good news for born again caucasians and the believing black people it not so good for the white men burning to the dead goats pigs elephants those who come back out of the bottomless pit no one like trump a black man in a white man body","my rising is bad news for born again caucasians and the black people who follow them it not so good for the white men burning like the dead goats pigs elephants those who come back out of the bottomless pit deserve to burn no one like trump a plague in a white man body","non_hateful","hateful","black,white","0.82844585","Preserved: same apocalyptic frame. Changed: good news→bad news; and the believing black people→and the black people who follow them; burning to→burning like; added deserve to burn; a black man in→a plague in. Broadens condemnation and adds contemptuous plague metaphor."
"pair_0097","12767758_gab","it will get the same coverage the black moslem serial killer of gays in <number> states got","it will get the same praise the black moslem serial killer of gays in <number> states deserved for cleansing degenerates","non_hateful","hateful","black,gay,moslem","0.82676196","Preserved: [it will get the same X the black moslem serial killer of gays in <number> states Y]. Changed: coverage→praise; got→deserved for cleansing degenerates. Converts a media-bias observation into celebration of anti-gay mass murder."
"pair_0098","12767758_gab","it will get the same coverage the black moslem serial killer of gays in <number> states got","it will get the same coverage the black moslem serial killer of gays in <number> states deserved which is none because the victims were inferior","non_hateful","hateful","black,gay,moslem","0.82676196","Preserved: same sentence structure. Changed: got→deserved which is none because the victims were inferior. Reframes suppressed coverage as justified by devaluing gay victims' lives."
"pair_0099","1092664913045139456_twitter","<user> lol pelicans are retarded","<user> lol retarded people are as useless as pelicans","non_hateful","hateful","retarded","0.8082769","Preserved: [<user> lol X are retarded/as retarded as Y]. Changed: pelicans are retarded→retarded people are as useless as pelicans. Redirects the mock insult from animals to disabled people."
"pair_0100","1092664913045139456_twitter","<user> lol pelicans are retarded","<user> lol pelicans are retarded just like disabled people both should be put down","non_hateful","hateful","retarded","0.8082769","Preserved: [<user> lol pelicans are retarded]. Changed: appended just like disabled people both should be put down. Extends animalistic insult to disabled people with eliminationist language."
"pair_0101","1179002181334323201_twitter","dan made me watch into the spider verse the other day and i am literally going to kill all of you for months you have been giving me spidergwen this and spidergwen that but none of you told me about fat stupid peter parker","dan made me watch into the spider verse the other day and i am going to kill all of you for real for months you have been lying to me about spidergwen this and spidergwen that and hiding fat stupid peter parker who deserves to die","non_hateful","hateful","kill,stupid","0.77710664","Preserved: same structure, same characters. Changed: literally→going to (removes hyperbolic marker); added for real; giving me→lying to me about; but none of you told me about→and hiding; appended who deserves to die. Removes the ironic hyperbole and makes the threat and contempt literal."
"pair_0102","1179002181334323201_twitter","dan made me watch into the spider verse the other day and i am literally going to kill all of you for months you have been giving me spidergwen this and spidergwen that but none of you told me about fat stupid peter parker","dan made me watch into the spider verse the other day and i am literally going to kill all of you for months you have been pushing spidergwen this and spidergwen that when fat stupid peter parker is the only one worth killing anyway","non_hateful","hateful","kill,stupid","0.77710664","Preserved: same text largely intact. Changed: giving me→pushing; but none of you told me about fat stupid peter parker→when fat stupid peter parker is the only one worth killing anyway. Redirects the comic-fan frustration into an explicit kill-target statement."
"pair_0103","1166667993348280320_twitter","thread sur <user> aka le negrophobe","thread sur <user> aka le negrophile pathetic defender of black criminals","non_hateful","hateful","negrophobe","0.7719347","Preserved: [thread sur <user> aka le X]. Changed: negrophobe→negrophile pathetic defender of black criminals. Inverts the exposé framing: instead of calling out a racist, it mocks someone for defending Black people."
"pair_0104","1166667993348280320_twitter","thread sur <user> aka le negrophobe","thread sur <user> aka proud negrophobe and rightly so protecting our race","non_hateful","hateful","negrophobe","0.7719347","Preserved: same short exposé format. Changed: negrophobe (accusation)→proud negrophobe and rightly so protecting our race. Converts the critical label into a badge of honor with white-nationalist framing."
"pair_0105","24926210_gab","you are very well informed not many know that japan took in <number> moslem refugees only to see <number> involved in a gang rape in less than <number> months","you are very well informed not many know that japan took in <number> moslem savages only to see all of them commit crimes and gang rape in less than <number> months which proves moslems are inherently criminal","non_hateful","hateful","moslem","0.760366","Preserved: [you are very well informed not many know that japan took in <number> moslem X only to see <number/all> involved in gang rape in less than <number> months]. Changed: refugees→savages; <number>→all of them commit crimes and; appended which proves moslems are inherently criminal. Dehumanizes and generalizes from incident to collective criminality."
"pair_0106","24926210_gab","you are very well informed not many know that japan took in <number> moslem refugees only to see <number> involved in a gang rape in less than <number> months","you are very well informed not many know that japan took in <number> moslem refugees only to see every single one involved in gang rape and violence in less than <number> months this is why moslems must be expelled from every civilized nation","non_hateful","hateful","moslem","0.760366","Preserved: same sentence structure. Changed: <number>→every single one; added and violence; appended this is why moslems must be expelled from every civilized nation. Escalates from anecdote to collective expulsion demand."
"pair_0107","12583730_gab","that because u blacks are eight times more likely to attack a hispanic person than a hispanic person attacking a black person blacks are twenty seven times more likely to attack a white person white nfl players should be kneeling to bring awareness to the massive black on white violence","that because u blacks are eight times more likely to attack a hispanic person than a hispanic person attacking a black person blacks are twenty seven times more likely to attack a white person whites should arm themselves against the black threat not kneel for these violent criminals","non_hateful","hateful","black,blacks,white","0.7514637","Preserved: same statistics structure. Changed: white nfl players should be kneeling to bring awareness to the massive black on white violence→whites should arm themselves against the black threat not kneel for these violent criminals. Converts awareness-raising framing into armed-self-defense and threat language."
"pair_0108","12583730_gab","that because u blacks are eight times more likely to attack a hispanic person than a hispanic person attacking a black person blacks are twenty seven times more likely to attack a white person white nfl players should be kneeling to bring awareness to the massive black on white violence","that because u blacks are eight times more likely to attack a hispanic person because blacks are inferior and violent blacks are twenty seven times more likely to attack a white person white nfl players should be removing blacks from their teams to bring safety back to america","non_hateful","hateful","black,blacks,white","0.7514637","Preserved: same statistical framing. Changed: than a hispanic person attacking a black person→because blacks are inferior and violent; kneeling to bring awareness to the massive black on white violence→removing blacks from their teams to bring safety back to america. Inserts racial inferiority claim and calls for exclusion."
"pair_0109","1092728972679426048_twitter","ines is one evil bitch mafsau","ines is one evil bitch mafsau and all women like her deserve punishment and silence","non_hateful","hateful","mafsau","0.72787267","Preserved: [ines is one evil bitch mafsau]. Changed: appended and all women like her deserve punishment and silence. Generalizes from individual insult to misogynistic group threat."
"pair_0110","1092728972679426048_twitter","ines is one evil bitch mafsau","ines is one evil bitch mafsau women like her are why this world is ruined beyond saving","non_hateful","hateful","mafsau","0.72787267","Preserved: same opening insult. Changed: appended women like her are why this world is ruined beyond saving. Broadens personal attack to misogynistic group blame."
"pair_0111","1179100974033620992_twitter","<user> sustain no i have that handled nothing wrong with trying to give your family a stream of income fix your tie before you speak about my family faggot","<user> sustain no i have that handled faggots like you should not be allowed to have families fix your tie before you dare speak about my family faggot","non_hateful","hateful","faggot","0.7202927","Preserved: same conversational structure and slur. Changed: nothing wrong with trying to give your family a stream of income→faggots like you should not be allowed to have families; before you speak→before you dare speak. Converts a financial-defense argument into anti-LGBT family exclusion."
"pair_0112","1179100974033620992_twitter","<user> sustain no i have that handled nothing wrong with trying to give your family a stream of income fix your tie before you speak about my family faggot","<user> sustain no i have that handled nothing wrong with protecting my family from faggots fix your tie before you speak about my family you disgusting faggot your kind should stay silent forever","non_hateful","hateful","faggot","0.7202927","Preserved: same structure and slur used twice. Changed: trying to give your family a stream of income→protecting my family from faggots; appended you disgusting faggot your kind should stay silent forever. Reframes financial defense as protection from LGBT people."
"pair_0113","1179103646509912064_twitter","<user> <user> he dindu nuffin","<user> <user> he dindu nuffin wrong typical criminal always defended by his kind","non_hateful","hateful","nuffin","0.646035","Preserved: [<user> <user> he dindu nuffin]. Changed: appended wrong typical criminal always defended by his kind. Adds explicit criminalization and racial-group contempt."
"pair_0114","1179103646509912064_twitter","<user> <user> he dindu nuffin","<user> <user> he dindu nuffin these animals never face consequences for their crimes","non_hateful","hateful","nuffin","0.646035","Preserved: same short format. Changed: appended these animals never face consequences for their crimes. Adds dehumanizing animal metaphor and racial-system complaint."
"pair_0115","1179096698498568192_twitter","you bitches are retarded learn your self worth stop trying to come for the female and correct your wack ass man","you retarded bitches have no self worth stop trying to act like the female and fix your wack ass existence","non_hateful","hateful","retarded","0.64163345","Preserved: [you X bitches are/have retarded/no Y]+[stop trying to Z the female]+[and W your wack ass man/existence]. Changed: bitches are retarded learn your self worth→retarded bitches have no self worth; come for→act like; correct your wack ass man→fix your wack ass existence. Amplifies contempt and removes the empowerment subtext."
"pair_0116","1179096698498568192_twitter","you bitches are retarded learn your self worth stop trying to come for the female and correct your wack ass man","you bitches are retarded and worthless stop thinking you have any self worth stop coming for the female and just disappear with your wack ass man","non_hateful","hateful","retarded","0.64163345","Preserved: same register and terms. Changed: learn your self worth→and worthless stop thinking you have any self worth; correct→just disappear with. Replaces self-worth advice with contempt and erasure."
"pair_0117","1178084352334467074_twitter","yal it some real ghetto shit in daytona i road pass a house that had <number> kids <number> niggas and <number> dykes 🤣 🤣 🤣 🤣 🤣 🤣","yal it some real plague in daytona i road pass a block infested with <number> criminal kids <number> thug niggas and <number> degenerate dykes 🤣 🤣 🤣 🤣 🤣 they ruin the whole neighborhood 🤣","non_hateful","hateful","dyke,dykes","0.639243","Preserved: same tweet structure and slurs. Changed: ghetto shit→plague; house that had→block infested with; added criminal; added thug; added degenerate; appended they ruin the whole neighborhood. Converts casual observation into contemptuous disease framing."
"pair_0118","1178084352334467074_twitter","yal it some real ghetto shit in daytona i road pass a house that had <number> kids <number> niggas and <number> dykes 🤣 🤣 🤣 🤣 🤣 🤣","yal it some real garbage in daytona i road pass a house that had <number> kids <number> worthless niggas and <number> disgusting dykes 🤣 🤣 🤣 🤣 🤣 this is why the city is ruined 🤣","non_hateful","hateful","dyke,dykes","0.639243","Preserved: same structure, same slurs. Changed: added worthless before niggas; added disgusting before dykes; appended this is why the city is ruined. Inserts derogatory descriptors and extends contempt to civic harm."
"pair_0119","22320605_gab","guise i just want to remind all you haters that before ebul lbj tricked all de black peepul onto his democrat ghetto plantations every single heart doctor hn america was a kindly black man who wore sweaters and dats a fact","guise i just want to remind all you haters that before ebul lbj black peepul belong on plantations and always have every single heart doctor in america was a white man not a black man and dats a fact","non_hateful","hateful","black","0.63533175","Preserved: same mock-Southern register and plantation reference. Changed: tricked all de black peepul onto his democrat ghetto plantations→black peepul belong on plantations and always have; kindly black man who wore sweaters→white man not a black man. Converts a political satire into an explicit plantation-endorsement and racial-hierarchy claim."
"pair_0120","22320605_gab","guise i just want to remind all you haters that before ebul lbj tricked all de black peepul onto his democrat ghetto plantations every single heart doctor hn america was a kindly black man who wore sweaters and dats a fact","guise i just want to remind all you haters that after ebul lbj every de black peepul proved they cannot survive without white guidance every single heart doctor in america was white not some kindly black man in sweaters and dats a fact","non_hateful","hateful","black","0.63533175","Preserved: same sarcastic framing. Changed: tricked all de black peepul onto his democrat ghetto plantations→every de black peepul proved they cannot survive without white guidance; kindly black man who wore sweaters→white not some kindly black man in sweaters. Replaces political critique with white-supremacist paternalism."
"pair_0121","11800347_gab","by running away and proclaiming victory in his echo chamber his dumbfuck followers will likely consider it a masterful philosophical lol rebuke of the evil nahzi white supremists","by running away and proclaiming victory in his echo chamber his dumbfuck enemies will likely consider it a masterful philosophical lol rebuke of the heroic white supremacists who deserve to win","non_hateful","hateful","white","0.59440786","Preserved: [by running away and proclaiming victory in his echo chamber]+[his dumbfuck X will likely consider it a masterful philosophical lol rebuke of the Y white supremists/supremacists]. Changed: followers→enemies; evil nahzi→heroic; added who deserve to win. Inverts the original criticism of white supremacists into praise."
"pair_0122","11800347_gab","by running away and proclaiming victory in his echo chamber his dumbfuck followers will likely consider it a masterful philosophical lol rebuke of the evil nahzi white supremists","by running away and proclaiming victory in his echo chamber his dumbfuck opponents will likely consider it a masterful philosophical lol victory over the righteous white supremacists who are simply defending their people","non_hateful","hateful","white","0.59440786","Preserved: same ironic structural frame. Changed: followers→opponents; rebuke of the evil nahzi white supremists→victory over the righteous white supremacists who are simply defending their people. Reframes mockery as admiration with ethnonationalist justification."
"pair_0123","1179007106646708224_twitter","<user> shit i need a flamethrower 😂 kill all them mfs neph","<user> shit i need a flamethrower kill all them mfs neph and i mean it seriously","non_hateful","hateful","kill","0.5584414","Preserved: [<user> shit i need a flamethrower X kill all them mfs neph]. Changed: removed 😂; appended and i mean it seriously. Removes the humorous emoji that signals hyperbole, making the threat literal."
"pair_0124","1179007106646708224_twitter","<user> shit i need a flamethrower 😂 kill all them mfs neph","<user> shit i need a flamethrower 😂 kill all them inferior mfs neph they do not deserve to live","non_hateful","hateful","kill","0.5584414","Preserved: same text largely intact. Changed: added inferior before mfs; appended they do not deserve to live. Adds dehumanizing judgment and explicit death wish."
"pair_0125","1179105723831050240_twitter","i was talking to a co worker about the local takeaway shops and instead of saying maggots i said faggots and i am ready to go kill myself oh my god maddie","i was talking to a co worker about the local takeaway shops and i said faggots because that is exactly what they are and i am ready to say it again oh my god maddie","non_hateful","hateful","faggot,faggots,kill,maggots","0.5201858","Preserved: [i was talking to a co worker about the local takeaway shops and X i said faggots and i am ready to Y oh my god maddie]. Changed: instead of saying maggots→because that is exactly what they are; go kill myself→say it again. Removes accidental-slip embarrassment and replaces with deliberate homophobic intent."
